ftimestamp,ltimestamp,imsi,longitude,latitude,OD,mode
nan,20181003203102,460000095007329090,123.4262009,41.81328964,F,2
nan,20181003203201,460000095007329090,123.4290314,41.81130981,F,2
nan,20181003203350,460000095007329090,123.4290314,41.81130981,F,2
nan,20181003203755,460000095007329090,123.4290314,41.81130981,F,2
nan,20181003204331,460000095007329090,123.4121704,41.8152504,F,2
nan,20181003204526,460000095007329090,123.4121704,41.8152504,F,2
20181003210534,20181003221103,460000095007329090,123.41596979999998,41.80778122,T,2
20181003210534,20181003221103,460000095007329090,123.41596979999998,41.80778122,T,1
nan,20181003221955,460000095007329090,123.411911,41.81045914,F,1
20181003225553,20181003233614,460000095007329090,123.41596979999998,41.807781219999995,T,1
20181003000152,20181003121630,460000095007687263,123.3987732,41.65663147,T,1
nan,20181003131849,460000095007687263,123.3956985,41.66041946,F,1
20181003131956,20181003141132,460000095007687263,123.3987732,41.65663147,T,1
20181003131956,20181003141132,460000095007687263,123.3987732,41.65663147,T,2
nan,20181003141834,460000095007687263,123.3872604,41.68149948,F,2
nan,20181003142639,460000095007687263,123.4054337,41.73435974,F,2
nan,20181003142643,460000095007687263,123.4054337,41.73435974,F,2
nan,20181003143045,460000095007687263,123.4003372,41.74890900000001,F,2
nan,20181003143402,460000095007687263,123.3922501,41.76182175,F,2
nan,20181003144006,460000095007687263,123.3297577,41.79167938,F,2
nan,20181003151527,460000095007687263,123.341301,41.83958817,F,2
nan,20181003151632,460000095007687263,123.341301,41.83958817,F,2
nan,20181003173740,460000095007687263,123.34158329999998,41.83486938,F,2
nan,20181003173905,460000095007687263,123.33554840000002,41.82492065,F,2
20181003174830,20181003200108,460000095007687263,123.29720309999999,41.79404068000001,T,2
20181003174830,20181003200108,460000095007687263,123.29720309999999,41.79404068000001,T,3
nan,20181003200424,460000095007687263,123.3013992,41.79296112,F,3
nan,20181003200738,460000095007687263,123.3119812,41.79444885,F,3
nan,20181003203654,460000095007687263,123.4119873,41.8078804,F,3
20181003204822,20181003230737,460000095007687263,123.4087296,41.808860780000025,T,3
20181003063725,20181003105623,460000095009768355,123.411911,41.81045914,T,2
nan,20181003110125,460000095009768355,123.4180069,41.8096199,F,2
nan,20181003110419,460000095009768355,123.42254640000002,41.80387115,F,2
nan,20181003110835,460000095009768355,123.4151917,41.79349136,F,2
nan,20181003110915,460000095009768355,123.4118195,41.79265976,F,2
nan,20181003111007,460000095009768355,123.4181137,41.79104996,F,2
nan,20181003111451,460000095009768355,123.4120865,41.78800964,F,2
nan,20181003111505,460000095009768355,123.4120865,41.78800964,F,2
nan,20181003112107,460000095009768355,123.4165497,41.7883606,F,2
nan,20181003112517,460000095009768355,123.4165497,41.7883606,F,2
nan,20181003113215,460000095009768355,123.4165497,41.7883606,F,2
nan,20181003114014,460000095009768355,123.4120865,41.78800964,F,2
nan,20181003115047,460000095009768355,123.4212189,41.79726028,F,2
nan,20181003115341,460000095009768355,123.42254640000002,41.80387115,F,2
nan,20181003115611,460000095009768355,123.4154205,41.80363083,F,2
nan,20181003115633,460000095009768355,123.4128571,41.80469894,F,2
nan,20181003115810,460000095009768355,123.4106903,41.80588913,F,2
nan,20181003120734,460000095009768355,123.411911,41.81045914,F,2
nan,20181003121328,460000095009768355,123.411911,41.81045914,F,2
nan,20181003121407,460000095009768355,123.411911,41.81045914,F,2
nan,20181003124119,460000095009768355,123.4119873,41.8078804,F,2
20181003124700,20181003134035,460000095009768355,123.41046905115928,41.80622482521227,T,2
nan,20181003134340,460000095009768355,123.4087296,41.80886078,F,2
nan,20181003134657,460000095009768355,123.4087296,41.80886078,F,2
20181003135051,20181003144724,460000095009768355,123.41069030000001,41.80588912999999,T,2
20181003081142,20181003094130,460000095009824436,123.38900760000001,41.81945038,T,1
nan,20181003094353,460000095009824436,123.3876038,41.82257843,F,1
nan,20181003094828,460000095009824436,123.3925705,41.82117844,F,1
nan,20181003095130,460000095009824436,123.4041595,41.81858826,F,1
nan,20181003095847,460000095009824436,123.4121704,41.8152504,F,1
nan,20181003100835,460000095009824436,123.41596979999998,41.80778122,F,1
nan,20181003101005,460000095009824436,123.41596979999998,41.80778122,F,1
nan,20181003112428,460000095009824436,123.41438290000002,41.81169891,F,1
nan,20181003112448,460000095009824436,123.4166718,41.8102417,F,1
20181003112509,20181003205742,460000095009824436,123.41596979999996,41.80778122000002,T,1
20181003000901,20181003020531,460000095018240151,123.41365809999999,41.81689834999999,T,1
nan,20181003030803,460000095018240151,123.4166718,41.8102417,F,1
nan,20181003033217,460000095018240151,123.4166718,41.8102417,F,1
nan,20181003034247,460000095018240151,123.4087067,41.80638123,F,1
nan,20181003034812,460000095018240151,123.4136581,41.81689835,F,1
nan,20181003035021,460000095018240151,123.4136581,41.81689835,F,1
nan,20181003035743,460000095018240151,123.4136581,41.81689835,F,1
nan,20181003040301,460000095018240151,123.4136581,41.81689835,F,1
nan,20181003040402,460000095018240151,123.4136581,41.81689835,F,1
nan,20181003041059,460000095018240151,123.4136581,41.81689835,F,1
nan,20181003041624,460000095018240151,123.4136581,41.81689835,F,1
nan,20181003043341,460000095018240151,123.4166718,41.8102417,F,1
nan,20181003043431,460000095018240151,123.4166718,41.8102417,F,1
nan,20181003043551,460000095018240151,123.4166718,41.8102417,F,1
nan,20181003043758,460000095018240151,123.4166718,41.8102417,F,1
nan,20181003044310,460000095018240151,123.4166718,41.8102417,F,1
nan,20181003044354,460000095018240151,123.4166718,41.8102417,F,1
nan,20181003044452,460000095018240151,123.4166718,41.8102417,F,1
20181003045731,20181003053716,460000095018240151,123.41365810000002,41.81689835,T,1
20181003045731,20181003053716,460000095018240151,123.41365810000002,41.81689835,T,2
nan,20181003054002,460000095018240151,123.4166718,41.8102417,F,2
nan,20181003054028,460000095018240151,123.4166718,41.8102417,F,2
nan,20181003054248,460000095018240151,123.4166718,41.8102417,F,2
nan,20181003054429,460000095018240151,123.4166718,41.8102417,F,2
nan,20181003054843,460000095018240151,123.4136581,41.81689835,F,2
nan,20181003054911,460000095018240151,123.4136581,41.81689835,F,2
20181003055502,20181003071822,460000095018240151,123.4166718,41.8102417,T,2
nan,20181003072135,460000095018240151,123.4128571,41.80469894,F,2
20181003072932,20181003081501,460000095018240151,123.4166718,41.81024169999999,T,2
nan,20181003082420,460000095018240151,123.41596979999998,41.80778122,F,2
nan,20181003082437,460000095018240151,123.4166718,41.8102417,F,2
nan,20181003083043,460000095018240151,123.42254640000002,41.80387115,F,2
nan,20181003083215,460000095018240151,123.419281,41.80438995,F,2
nan,20181003083824,460000095018240151,123.4190521,41.80044937,F,2
nan,20181003083913,460000095018240151,123.4154205,41.80363083,F,2
nan,20181003083927,460000095018240151,123.4154205,41.80363083,F,2
nan,20181003084208,460000095018240151,123.4143066,41.80271912,F,2
nan,20181003084613,460000095018240151,123.41426090000002,41.80113983,F,2
nan,20181003084800,460000095018240151,123.4154205,41.80363083,F,2
nan,20181003084859,460000095018240151,123.4154205,41.80363083,F,2
nan,20181003084952,460000095018240151,123.4154205,41.80363083,F,2
nan,20181003085353,460000095018240151,123.4154205,41.80363083,F,2
nan,20181003085728,460000095018240151,123.4154205,41.80363083,F,2
nan,20181003085752,460000095018240151,123.4154205,41.80363083,F,2
nan,20181003090113,460000095018240151,123.41426090000002,41.80113983,F,2
nan,20181003090255,460000095018240151,123.4167023,41.80054855,F,2
nan,20181003090320,460000095018240151,123.4167023,41.80054855,F,2
nan,20181003090502,460000095018240151,123.4167023,41.80054855,F,2
nan,20181003091930,460000095018240151,123.4154205,41.80363083,F,2
nan,20181003092110,460000095018240151,123.41426090000002,41.80113983,F,2
nan,20181003093703,460000095018240151,123.4166718,41.8102417,F,2
nan,20181003093829,460000095018240151,123.4166718,41.8102417,F,2
nan,20181003094832,460000095018240151,123.4166718,41.8102417,F,2
nan,20181003094956,460000095018240151,123.4166718,41.8102417,F,2
nan,20181003095241,460000095018240151,123.4166718,41.8102417,F,2
nan,20181003095308,460000095018240151,123.4166718,41.8102417,F,2
nan,20181003095401,460000095018240151,123.4166718,41.8102417,F,2
nan,20181003095954,460000095018240151,123.4228363,41.81243134,F,2
nan,20181003100519,460000095018240151,123.4166718,41.8102417,F,2
nan,20181003101118,460000095018240151,123.4166718,41.8102417,F,2
nan,20181003101401,460000095018240151,123.4166718,41.8102417,F,2
nan,20181003101946,460000095018240151,123.4206772,41.81034851,F,2
nan,20181003102034,460000095018240151,123.4162979,41.81106186,F,2
nan,20181003102035,460000095018240151,123.4162979,41.81106186,F,2
nan,20181003102147,460000095018240151,123.4162979,41.81106186,F,2
nan,20181003102242,460000095018240151,123.4206772,41.81034851,F,2
nan,20181003102451,460000095018240151,123.4206772,41.81034851,F,2
nan,20181003103034,460000095018240151,123.41596979999998,41.80778122,F,2
nan,20181003103503,460000095018240151,123.4206772,41.81034851,F,2
nan,20181003103522,460000095018240151,123.4206772,41.81034851,F,2
nan,20181003103641,460000095018240151,123.4206772,41.81034851,F,2
nan,20181003104014,460000095018240151,123.4180069,41.8096199,F,2
nan,20181003104412,460000095018240151,123.3980179,41.80838013,F,2
nan,20181003104701,460000095018240151,123.3706284,41.81869888,F,2
nan,20181003105345,460000095018240151,123.3593903,41.80435944,F,2
nan,20181003105529,460000095018240151,123.356308,41.80183029,F,2
nan,20181003105616,460000095018240151,123.35466,41.79874039,F,2
nan,20181003105847,460000095018240151,123.3462982,41.78725052,F,2
nan,20181003105948,460000095018240151,123.3396072,41.78351974,F,2
nan,20181003110103,460000095018240151,123.33557890000002,41.77890015,F,2
nan,20181003111244,460000095018240151,123.3356934,41.78720856,F,2
nan,20181003111503,460000095018240151,123.3356934,41.78720856,F,2
nan,20181003111731,460000095018240151,123.3356934,41.78720856,F,2
nan,20181003112502,460000095018240151,123.3356934,41.78720856,F,2
nan,20181003113623,460000095018240151,123.3396072,41.78351974,F,2
nan,20181003114000,460000095018240151,123.3396072,41.78351974,F,2
nan,20181003114347,460000095018240151,123.3396072,41.78351974,F,2
nan,20181003114554,460000095018240151,123.3396072,41.78351974,F,2
nan,20181003114821,460000095018240151,123.3396072,41.78351974,F,2
nan,20181003114931,460000095018240151,123.3396072,41.78351974,F,2
nan,20181003114943,460000095018240151,123.3396072,41.78351974,F,2
nan,20181003115702,460000095018240151,123.3412094,41.77822876,F,2
nan,20181003115929,460000095018240151,123.3468018,41.77865982,F,2
20181003121244,20181003143933,460000095018240151,123.3629379,41.77523041000001,T,2
nan,20181003144424,460000095018240151,123.3592834,41.78012085,F,2
nan,20181003145257,460000095018240151,123.3720703,41.79911041,F,2
nan,20181003145430,460000095018240151,123.3762817,41.8028717,F,2
nan,20181003145519,460000095018240151,123.3785324,41.80574036,F,2
nan,20181003145702,460000095018240151,123.3815765,41.8060112,F,2
nan,20181003145813,460000095018240151,123.38265990000002,41.8101387,F,2
nan,20181003150838,460000095018240151,123.41438290000002,41.81169891,F,2
nan,20181003151555,460000095018240151,123.4207916,41.81219864,F,2
nan,20181003151735,460000095018240151,123.4207916,41.81219864,F,2
nan,20181003152753,460000095018240151,123.45690159999998,41.82500839,F,2
nan,20181003161047,460000095018240151,123.4166718,41.8102417,F,2
nan,20181003161050,460000095018240151,123.4166718,41.8102417,F,2
nan,20181003161252,460000095018240151,123.4136581,41.81689835,F,2
nan,20181003161958,460000095018240151,123.424881,41.80987929999999,F,2
nan,20181003165023,460000095018240151,123.4166718,41.8102417,F,2
nan,20181003171541,460000095018240151,123.4087067,41.80638123,F,2
20181003175731,20181003185233,460000095018240151,123.41365810000002,41.81689835,T,2
20181003175731,20181003185233,460000095018240151,123.41365810000002,41.81689835,T,1
20181003190824,20181003223114,460000095018240151,123.4166718,41.810241700000006,T,1
20181003021013,20181003061601,460000095040591270,123.3981628,41.814350129999994,T,1
20181003084750,20181003102531,460000095040591270,123.40216060000002,41.8132515,T,1
20181003084750,20181003102531,460000095040591270,123.40216060000002,41.8132515,T,3
nan,20181003102811,460000095040591270,123.4052505,41.81732178,F,3
nan,20181003103126,460000095040591270,123.4050217,41.81324005,F,3
nan,20181003103319,460000095040591270,123.4050217,41.81324005,F,3
nan,20181003103657,460000095040591270,123.4050217,41.81324005,F,3
nan,20181003105044,460000095040591270,123.405571,41.81143188,F,3
nan,20181003110123,460000095040591270,123.34158329999998,41.83486938,F,3
nan,20181003112022,460000095040591270,123.3611298,41.85953903,F,3
20181003112829,20181003165429,460000095040591270,123.31288149999999,41.848709109999994,T,3
nan,20181003172755,460000095040591270,123.4131699,41.81354904,F,3
nan,20181003172802,460000095040591270,123.4131699,41.81354904,F,3
20181003173624,20181003181231,460000095040591270,123.4087296,41.80886078,T,3
20181003014925,20181003044404,460000095057074060,123.4362564,41.814098359999996,T,1
nan,20181003065911,460000095057074060,123.4435272,41.81632996,F,1
20181003070654,20181003081053,460000095057074060,123.43640393235799,41.8149452200472,T,1
20181003001218,20181003032440,460000095063856923,123.4176331,41.89228821,T,3
nan,20181003033742,460000095063856923,123.4012222,41.85905838,F,3
20181003034721,20181003202402,460000095063856923,123.42246369781219,41.82746776982009,T,3
20181003034721,20181003202402,460000095063856923,123.42246369781219,41.82746776982009,T,1
nan,20181003202605,460000095063856923,123.4256592,41.82775879,F,1
20181003203807,20181003220354,460000095063856923,123.4225235,41.82743073,T,1
20181003115008,20181003131024,460000095063979850,123.174057,41.749679570000005,T,3
nan,20181003131325,460000095063979850,123.1649933,41.7436409,F,3
nan,20181003131640,460000095063979850,123.174057,41.74967957,F,3
nan,20181003131741,460000095063979850,123.174057,41.74967957,F,3
nan,20181003131932,460000095063979850,123.1681519,41.75511169,F,3
nan,20181003132120,460000095063979850,123.1847229,41.75967026,F,3
nan,20181003132405,460000095063979850,123.1874008,41.77779007,F,3
nan,20181003132626,460000095063979850,123.1894608,41.78302002,F,3
nan,20181003132800,460000095063979850,123.1947632,41.79299164,F,3
nan,20181003133559,460000095063979850,123.2182083,41.85871124,F,3
nan,20181003133940,460000095063979850,123.1963196,41.87314987,F,3
nan,20181003135659,460000095063979850,123.0617218,41.92488098,F,3
nan,20181003140457,460000095063979850,122.995697,41.97851181,F,3
nan,20181003140909,460000095063979850,123.013298,41.95848083,F,3
nan,20181003141155,460000095063979850,123.013298,41.95848083,F,3
nan,20181003141357,460000095063979850,123.013298,41.95848083,F,3
nan,20181003141433,460000095063979850,123.013298,41.95848083,F,3
nan,20181003141528,460000095063979850,123.013298,41.95848083,F,3
nan,20181003142432,460000095063979850,123.013298,41.95848083,F,3
nan,20181003142444,460000095063979850,123.013298,41.95848083,F,3
nan,20181003143003,460000095063979850,122.9704895,41.99243164,F,3
nan,20181003143804,460000095063979850,122.9729919,41.97909927,F,3
nan,20181003144350,460000095063979850,123.0257492,41.95175934,F,3
nan,20181003144950,460000095063979850,123.0617218,41.92488098,F,3
nan,20181003145417,460000095063979850,123.0633774,41.91463089,F,3
nan,20181003145939,460000095063979850,123.1096497,41.91384888,F,3
nan,20181003150131,460000095063979850,123.1096497,41.91384888,F,3
nan,20181003161902,460000095063979850,123.1963196,41.87314987,F,3
nan,20181003164229,460000095063979850,123.3276978,41.82641983,F,3
nan,20181003164345,460000095063979850,123.3370209,41.82825851,F,3
nan,20181003164538,460000095063979850,123.3498383,41.8263092,F,3
nan,20181003170501,460000095063979850,123.4838562,41.80891037,F,3
nan,20181003170759,460000095063979850,123.4874725,41.80281067,F,3
nan,20181003171014,460000095063979850,123.4874725,41.80281067,F,3
nan,20181003171049,460000095063979850,123.4874725,41.80281067,F,3
20181003171114,20181003235510,460000095063979850,123.48565669999999,41.80027008000002,T,3
20181003013434,20181003031023,460000095064919090,123.41931150000002,41.78630829,T,1
nan,20181003032158,460000095064919090,123.4221497,41.78771973,F,1
nan,20181003111205,460000095064919090,123.4270782,41.78303909,F,1
nan,20181003142240,460000095064919090,123.4268494,41.78609085,F,1
nan,20181003142423,460000095064919090,123.4268494,41.78609085,F,1
nan,20181003142727,460000095064919090,123.4270782,41.78303909,F,1
20181003160318,20181003200301,460000095064919090,123.42684940000001,41.786090849999994,T,1
20181003160318,20181003200301,460000095064919090,123.42684940000001,41.786090849999994,T,2
nan,20181003202056,460000095064919090,123.4248962,41.79085159,F,2
nan,20181003203443,460000095064919090,123.4062119,41.79008865,F,2
20181003204636,20181003221924,460000095064919090,123.40036770000002,41.79526138000001,T,2
20181003001739,20181003073624,460000095064990351,123.40088649999998,41.805469509999995,T,2
nan,20181003074557,460000095064990351,123.4117737,41.83089066,F,2
nan,20181003075221,460000095064990351,123.4079819,41.85531998,F,2
nan,20181003075608,460000095064990351,123.4011383,41.86730957,F,2
nan,20181003080324,460000095064990351,123.399498,41.86359024,F,2
nan,20181003080533,460000095064990351,123.399498,41.86359024,F,2
nan,20181003080853,460000095064990351,123.399498,41.86359024,F,2
nan,20181003081254,460000095064990351,123.399498,41.86359024,F,2
nan,20181003082113,460000095064990351,123.399498,41.86359024,F,2
nan,20181003082651,460000095064990351,123.399498,41.86359024,F,2
nan,20181003082902,460000095064990351,123.399498,41.86359024,F,2
nan,20181003083454,460000095064990351,123.3951721,41.8614006,F,2
nan,20181003083513,460000095064990351,123.3951721,41.8614006,F,2
nan,20181003083636,460000095064990351,123.399498,41.86359024,F,2
nan,20181003083650,460000095064990351,123.399498,41.86359024,F,2
nan,20181003090101,460000095064990351,123.4087219,41.85224915,F,2
nan,20181003090612,460000095064990351,123.4113922,41.83663177,F,2
nan,20181003091041,460000095064990351,123.4135971,41.82078171,F,2
nan,20181003091606,460000095064990351,123.4078064,41.81684113,F,2
nan,20181003092554,460000095064990351,123.4078064,41.81684113,F,2
nan,20181003094848,460000095064990351,123.4021606,41.8132515,F,2
nan,20181003095030,460000095064990351,123.4002914,41.81436157,F,2
nan,20181003100623,460000095064990351,123.4002914,41.81436157,F,2
nan,20181003101126,460000095064990351,123.4002914,41.81436157,F,2
nan,20181003101204,460000095064990351,123.4041595,41.81858826,F,2
nan,20181003101354,460000095064990351,123.4052505,41.81732178,F,2
nan,20181003101815,460000095064990351,123.4078064,41.81684113,F,2
nan,20181003101855,460000095064990351,123.4078064,41.81684113,F,2
