timestamp,imsi,lac_id,cell_id,longitude,latitude
20181003000709,460020095044852955,16732,69097485,123.5447083,42.4447403
20181003000714,460000095074465569,16789,67567668,123.4087296,41.80886078
20181003000715,460000095007329090,16789,67567884,123.4159698,41.80778122
20181003000730,460070095040136238,16788,67433503,123.3839264,41.77677155
20181003000738,460020095009713959,16887,67133963,123.3898392,41.80075073
20181003000746,460000095080923032,16655,67441981,123.4138184,41.79597855
20181003000753,460000095028482910,16866,237004043,123.3046265,41.4851799
20181003000757,460020095040749610,16789,67436595,123.4106903,41.80588913
20181003000809,460000095028482910,16866,1494795,123.3042603,41.47729874
20181003000815,460000095074465569,16789,67567628,123.4087296,41.80886078
20181003000825,460020095013629082,16789,67567668,123.4087296,41.80886078
20181003000829,460000095060523239,16644,67298611,123.4109268,41.82249069
20181003000831,460070095025648611,16794,67641868,123.3604813,41.79650879
20181003000832,460000095080923032,16655,67441981,123.4138184,41.79597855
20181003000845,460000095060523239,16644,13099396,123.4166107,41.82537079
20181003000847,460020095025669655,16794,249595197,123.3906479,41.79708099
20181003000850,460000095083470449,16401,60622221,123.4099121,41.77733994
20181003000853,460000095084486097,16644,67663677,123.4168396,41.82715988
20181003000853,460020095001645387,16887,67685683,123.3872375,41.81021118
20181003000857,460020095013629082,16789,67567628,123.4087296,41.80886078
20181003000900,460000095007687263,16648,67927583,123.3987732,41.65663147
20181003000901,460000095018240151,16642,249675788,123.4136581,41.81689835
20181003000920,460020095025669655,16794,249595197,123.3906479,41.79708099
20181003000922,460000095080923032,16789,68038165,123.4140396,41.79716873
20181003000923,460020095004730821,16887,67639348,123.3968582,41.8028717
20181003000925,460020095002693054,16789,67567629,123.4087296,41.80886078
20181003000939,460000095018240151,16642,249675788,123.4136581,41.81689835
20181003000941,460000095005571676,16789,12785293,123.4117813,41.80295181
20181003000953,460020095004730821,16789,67574029,123.3995667,41.80458832
20181003000957,460020095001645387,16789,235161407,123.3919601,41.81158066
20181003000958,460020095025669655,16887,67639329,123.3968582,41.8028717
20181003000959,460070095025648611,16794,67635467,123.3667297,41.79542923
20181003001005,460020095047591881,16644,2203670,123.4200516,41.84743118
20181003001008,460070095024650259,16789,67567668,123.4087296,41.80886078
20181003001010,460000095080923032,16655,67441931,123.4138184,41.79597855
20181003001014,460000095074476402,16789,67567667,123.4087296,41.80886078
20181003001015,460020095004730821,16789,67693325,123.3980179,41.80838013
20181003001023,460000095018240151,16642,249675788,123.4136581,41.81689835
20181003001026,460020095000586650,16788,67469619,123.4191513,41.75864029
20181003001038,460020095002693054,16789,67567629,123.4087296,41.80886078
20181003001045,460000095028482910,16866,236990259,123.3132935,41.43418884
20181003001045,460000095083818745,16655,67446837,123.3956909,41.79013824
20181003001047,460000095084494779,16884,67451659,123.3952179,41.7841301
20181003001047,460020095001645387,16887,67645472,123.3894806,41.81341171
20181003001050,460020095025669655,16794,249595197,123.3906479,41.79708099
20181003001100,460000095083818745,16655,67446837,123.3956909,41.79013824
20181003001105,460020095047591881,16644,2203670,123.4200516,41.84743118
20181003001115,460000095040591270,16887,67691828,123.3981628,41.81435013
20181003001133,460000095079109575,16789,67295541,123.4208603,41.81906128
20181003001155,460000095083818745,16655,67446837,123.3956909,41.79013824
20181003001218,460000095063856923,16408,61352836,123.4176331,41.89228821
20181003001218,460000095083818745,16884,67925280,123.3891907,41.78546906
20181003001222,460000095074465569,16789,67567628,123.4087296,41.80886078
20181003001224,460000095074476402,16789,67567628,123.4087296,41.80886078
20181003001226,460000095083818745,16884,67925280,123.3891907,41.78546906
20181003001226,460020095004730821,16789,67685153,123.3960419,41.80461121
20181003001243,460000095091180583,16885,234955553,123.4435272,41.81632996
20181003001247,460000095018240151,16642,249675788,123.4136581,41.81689835
20181003001257,460020095001645387,16887,67685693,123.3872375,41.81021118
20181003001258,460000095040591270,16887,67691828,123.3981628,41.81435013
20181003001304,460000095018240151,16642,249675788,123.4136581,41.81689835
20181003001306,460020095044852955,16732,69097485,123.5447083,42.4447403
20181003001309,460020095040749610,16789,249616139,123.4087067,41.80638123
20181003001311,460020095002693054,16789,67567629,123.4087296,41.80886078
20181003001318,460020095001645387,16789,67665933,123.3925018,41.80960083
20181003001324,460020095047591881,16644,2203670,123.4200516,41.84743118
20181003001326,460000095074476402,16789,67567628,123.4087296,41.80886078
20181003001327,460020095001645387,16789,67665933,123.3925018,41.80960083
20181003001337,460020095001645387,16887,67685693,123.3872375,41.81021118
20181003001340,460000095063856923,16408,61352836,123.4176331,41.89228821
20181003001350,460000095080923032,16789,68038165,123.4140396,41.79716873
20181003001350,460020095021709464,16655,68120085,123.4017715,41.79084015
20181003001354,460000095018240151,16642,249675788,123.4136581,41.81689835
20181003001406,460000095074476402,16789,67567628,123.4087296,41.80886078
20181003001408,460000095063856923,16408,61352836,123.4176331,41.89228821
20181003001416,460020095000646396,16794,67643957,123.3893738,41.79671097
20181003001423,460000095063856923,16408,61352836,123.4176331,41.89228821
20181003001424,460020095000646396,16794,67643957,123.3893738,41.79671097
20181003001426,460000095028482910,16866,69721101,123.2502594,41.39519119
20181003001438,460000095060523239,16644,67290931,123.4094467,41.81962967
20181003001439,460000095083470449,16655,67447605,123.3982468,41.78939819
20181003001439,460020095047591881,16644,2203670,123.4200516,41.84743118
20181003001454,460000095063856923,16408,61352836,123.4176331,41.89228821
20181003001455,460020095025609903,16789,68038165,123.4140396,41.79716873
20181003001457,460020095000646396,16794,67643957,123.3893738,41.79671097
20181003001507,460020095000646396,16794,67643957,123.3893738,41.79671097
20181003001517,460020095047591881,16644,2203670,123.4200516,41.84743118
20181003001518,460020095004751842,16789,67437580,123.4042511,41.80353928
20181003001520,460020095025609903,16789,68038165,123.4140396,41.79716873
20181003001521,460000095071779102,16644,2352661,123.4142914,41.83049011
20181003001529,460070095005469544,16649,67392523,122.757019,41.51089859
20181003001558,460000095071779102,16644,2352661,123.4142914,41.83049011
20181003001558,460020095025609903,16789,68038165,123.4140396,41.79716873
20181003001558,460020095025609903,16789,68038165,123.4140396,41.79716873
20181003001621,460000095060523239,16644,2236171,123.4052505,41.81732178
20181003001626,460020095081880808,16394,60310659,122.8413925,41.99573898
20181003001629,460000095060523239,16644,2236171,123.4052505,41.81732178
20181003001640,460000095091180583,16885,234955553,123.4435272,41.81632996
20181003001647,460020095002693054,16789,67567629,123.4087296,41.80886078
20181003001652,460000095028482910,16866,237074495,123.2049103,41.36706161
20181003001655,460000095057074060,16789,234946621,123.4362564,41.81409836
20181003001703,460000095071779102,16644,2352661,123.4142914,41.83049011
20181003001716,460000095080923032,16789,68038165,123.4140396,41.79716873
20181003001716,460000095080923032,16789,68038165,123.4140396,41.79716873
20181003001717,460000095060523239,16789,68076045,123.405571,41.81143188
20181003001723,460020095002693054,16789,67567629,123.4087296,41.80886078
20181003001724,460000095057074060,16789,234946621,123.4362564,41.81409836
20181003001724,460020095009713959,16887,67133963,123.3898392,41.80075073
20181003001732,460020095001645387,16887,67685693,123.3872375,41.81021118
20181003001737,460000095084486097,16644,67663667,123.4168396,41.82715988
20181003001738,460000095074476402,16789,67567628,123.4087296,41.80886078
20181003001739,460000095064990351,16642,249676054,123.4008865,41.80546951
20181003001742,460020095001645387,16887,67685693,123.3872375,41.81021118
20181003001743,460000095080923032,16789,68038165,123.4140396,41.79716873
20181003001745,460000095080923032,16789,68038165,123.4140396,41.79716873
20181003001750,460020095001645387,16887,67685693,123.3872375,41.81021118
20181003001755,460000095074476402,16789,67567628,123.4087296,41.80886078
20181003001755,460000095090129828,16388,67638590,123.3495178,41.79727936
20181003001755,460020095001645387,16789,67665933,123.3925018,41.80960083
20181003001800,460000095080923032,16789,68038165,123.4140396,41.79716873
20181003001806,460000095084486097,16644,67302719,123.4131699,41.82835007
20181003001814,460000095080958864,16789,67437108,123.4273224,41.80459976
20181003001826,460000095080923032,16789,68038165,123.4140396,41.79716873
20181003001842,460020095006349317,16789,67569931,123.4119873,41.8078804
20181003001850,460000095084486097,16644,67663647,123.4168396,41.82715988
20181003001852,460000095091180583,16885,234955553,123.4435272,41.81632996
20181003001856,460020095002693054,16789,67567629,123.4087296,41.80886078
20181003001902,460020095047591881,16644,2203670,123.4200516,41.84743118
20181003001904,460000095060523239,16789,67685153,123.3960419,41.80461121
20181003001935,460070095024650259,16789,67569931,123.4119873,41.8078804
20181003001936,460000095091180583,16885,234955553,123.4435272,41.81632996
20181003001937,460000095080923032,16789,68038165,123.4140396,41.79716873
20181003001947,460000095060523239,16887,13103883,123.3902664,41.80527878
20181003001949,460020095021709464,16655,68120085,123.4017715,41.79084015
20181003001958,460020095002693054,16789,67567629,123.4087296,41.80886078
20181003002003,460020095021709464,16655,68120085,123.4017715,41.79084015
20181003002010,460020095001645387,16887,67685693,123.3872375,41.81021118
20181003002045,460000095028482910,16727,69727795,123.3226318,41.41409683
20181003002047,460000095084420542,16409,249684236,123.3974915,41.82318878
20181003002052,460000095080923032,16655,67441981,123.4138184,41.79597855
20181003002109,460020095002693054,16789,67567629,123.4087296,41.80886078
20181003002110,460000095083470449,16655,67447565,123.3982468,41.78939819
20181003002130,460000095079109575,16789,67295541,123.4208603,41.81906128
20181003002135,460070095024650259,16789,67569931,123.4119873,41.8078804
20181003002148,460000095080923032,16789,68038165,123.4140396,41.79716873
20181003002150,460070095040136238,16788,67462453,123.4027786,41.77338028
20181003002153,460000095060523239,16794,67287820,123.3762817,41.8028717
20181003002226,460000095083499334,16398,67248673,123.527092,41.82112885
20181003002227,460020095001645387,16887,67685693,123.3872375,41.81021118
20181003002237,460020095013629082,16789,67567668,123.4087296,41.80886078
20181003002243,460000095084995924,16405,67492109,123.4685898,41.7313118
20181003002254,460000095060523239,16794,67634956,123.3704987,41.8051796
20181003002258,460020095021709464,16655,68120085,123.4017715,41.79084015
20181003002258,460020095040371174,16789,67693365,123.3980179,41.80838013
20181003002303,460020095044852955,16732,69097485,123.5447083,42.4447403
20181003002304,460000095084486097,16644,67663647,123.4168396,41.82715988
20181003002317,460000095018240151,16642,249675788,123.4136581,41.81689835
20181003002320,460070095025649502,16406,2230029,123.3644791,41.7935791
20181003002322,460000095080923032,16655,67441981,123.4138184,41.79597855
20181003002329,460020095040749610,16789,67567668,123.4087296,41.80886078
20181003002330,460020095025609903,16789,68038165,123.4140396,41.79716873
20181003002356,460070095025649502,16406,2230029,123.3644791,41.7935791
20181003002404,460020095025609903,16789,68038165,123.4140396,41.79716873
20181003002406,460000095060523239,16794,67653684,123.3698502,41.80355072
20181003002424,460000095084494779,16884,67451659,123.3952179,41.7841301
20181003002425,460000095018240151,16642,249675788,123.4136581,41.81689835
20181003002428,460020095025609903,16789,68038165,123.4140396,41.79716873
20181003002429,460070095025649502,16794,67674943,123.3686371,41.79207993
20181003002433,460070095040136238,16401,67461409,123.4166412,41.77536011
20181003002435,460000095062189004,16789,67436853,123.4128571,41.80469894
20181003002515,460000095080923032,16789,68038165,123.4140396,41.79716873
20181003002516,460070095024650259,16789,67569981,123.4119873,41.8078804
20181003002517,460000095080923032,16789,68038165,123.4140396,41.79716873
20181003002520,460070095025649502,16406,2230029,123.3644791,41.7935791
20181003002523,460000095091180583,16885,235268629,123.441658,41.81389999
20181003002549,460070095024644511,16640,2202123,123.4299622,41.7955513
20181003002553,460070095006117569,16651,67946528,123.2838364,41.76004028
20181003002558,460000095084494779,16884,67451659,123.3952179,41.7841301
20181003002558,460020095004730821,16644,67691551,123.4259415,41.8384285
20181003002602,460070095024644511,16640,2202123,123.4299622,41.7955513
20181003002614,460000095083470449,16401,67449612,123.4130096,41.78722
20181003002622,460020095025609903,16789,68038165,123.4140396,41.79716873
20181003002636,460020095001192336,16789,67567885,123.4159698,41.80778122
20181003002649,460020095001192336,16789,67567885,123.4159698,41.80778122
20181003002712,460020095009713959,16887,67133963,123.3898392,41.80075073
20181003002725,460020095040749610,16789,67567668,123.4087296,41.80886078
20181003002736,460020095051970226,16406,67682080,123.3551483,41.7903595
20181003002759,460070095040136238,16401,60622221,123.4099121,41.77733994
20181003002803,460000095091180583,16885,67207475,123.4457703,41.81283188
20181003002804,460000095090191628,16394,60333189,122.8239136,42.01221848
20181003002824,460020095021709464,16655,68120085,123.4017715,41.79084015
20181003002833,460000095060523239,16409,67652739,123.3876038,41.82257843
20181003002856,460000095080923032,16655,67441981,123.4138184,41.79597855
20181003002856,460070095024650259,16789,67569981,123.4119873,41.8078804
20181003002857,460000095060523239,16409,67665184,123.389061,41.82654953
20181003002859,460000095083470449,16401,67452427,123.4201508,41.78403091
20181003002900,460000095080923032,16655,67441981,123.4138184,41.79597855
20181003002900,460000095080923032,16655,67441981,123.4138184,41.79597855
20181003002906,460000095060523239,16409,67665183,123.389061,41.82654953
20181003002909,460020095001645387,16789,67665981,123.3925018,41.80960083
20181003002911,460070095040136238,16401,67471115,123.4123306,41.77627945
20181003002917,460000095018240151,16642,249675788,123.4136581,41.81689835
20181003002924,460000095091180583,16885,67207475,123.4457703,41.81283188
20181003002927,460020095002693054,16789,67567629,123.4087296,41.80886078
20181003002937,460020095004730821,16645,2529291,123.4439392,41.84608841
20181003003004,460000095083470449,16401,67452725,123.4168396,41.78324127
20181003003031,460020095025609903,16789,68038165,123.4140396,41.79716873
20181003003050,460000095090191628,16394,60333189,122.8239136,42.01221848
20181003003050,460020095025609903,16655,67441981,123.4138184,41.79597855
20181003003109,460020095000646396,16887,235143968,123.394043,41.79904938
20181003003118,460020095006349317,16789,67569931,123.4119873,41.8078804
20181003003122,460000095091180583,16885,67211533,123.4404373,41.81866837
20181003003127,460000095018240151,16642,249675788,123.4136581,41.81689835
20181003003128,460020095000646396,16887,60672142,123.3935318,41.80329132
20181003003135,460070095024650259,16789,67569981,123.4119873,41.8078804
20181003003144,460000095060523239,16409,234885901,123.3915329,41.83559036
20181003003158,460020095002693054,16789,67567629,123.4087296,41.80886078
20181003003159,460000095084995924,16405,2425397,123.4340591,41.73952103
20181003003221,460020095025609903,16655,67441931,123.4138184,41.79597855
20181003003228,460020095004730821,16645,2529291,123.4439392,41.84608841
20181003003239,460070095040136238,16401,60622477,123.4200363,41.77246094
20181003003259,460020095025609903,16655,67441931,123.4138184,41.79597855
20181003003311,460020095047591881,16644,2203670,123.4200516,41.84743118
20181003003313,460020095000586650,16788,67469599,123.4191513,41.75864029
20181003003323,460020095047591881,16644,2203670,123.4200516,41.84743118
20181003003331,460000095005571676,16789,67574796,123.4142609,41.80113983
20181003003358,460000095018240151,16642,249675788,123.4136581,41.81689835
20181003003405,460020095040749610,16789,67567668,123.4087296,41.80886078
20181003003426,460000095074465569,16789,67567628,123.4087296,41.80886078
20181003003428,460070095024650259,16789,67569981,123.4119873,41.8078804
20181003003431,460000095062189004,16789,67569931,123.4119873,41.8078804
20181003003444,460000095074465569,16789,67567668,123.4087296,41.80886078
20181003003447,460020095000646396,16789,68076045,123.405571,41.81143188
20181003003453,460070095005469544,16649,67392523,122.757019,41.51089859
20181003003504,460020095000646396,16887,67691808,123.3981628,41.81435013
20181003003509,460000095018240151,16642,249675788,123.4136581,41.81689835
20181003003510,460020095004730821,16645,67235617,123.4542313,41.85258102
20181003003512,460020095025609903,16789,68038165,123.4140396,41.79716873
20181003003513,460000095060523239,16797,2584076,123.3788223,41.85937119
20181003003522,460070095024650259,16789,67569981,123.4119873,41.8078804
20181003003531,460000095090129828,16388,67638590,123.3495178,41.79727936
20181003003536,460000095060523239,16797,67690548,123.3797531,41.86117172
20181003003544,460020095002693054,16789,67567629,123.4087296,41.80886078
20181003003557,460020095000646396,16887,67657249,123.3898087,41.81626892
20181003003559,460000095090129828,16388,67638590,123.3495178,41.79727936
20181003003601,460000095074423059,16882,67181885,123.4503174,41.78078079
20181003003603,460020095004730821,16645,60681861,123.4704437,41.85153961
20181003003613,460020095025609903,16789,68038165,123.4140396,41.79716873
20181003003614,460020095025609903,16789,68038165,123.4140396,41.79716873
20181003003620,460020095040749610,16789,67567668,123.4087296,41.80886078
20181003003621,460020095000646396,16887,67657248,123.3898087,41.81626892
20181003003621,460070095025648611,16406,235016459,123.3827209,41.7816391
20181003003634,460000095062189004,16789,67569931,123.4119873,41.8078804
20181003003635,460020095025808757,16789,67272480,123.4263535,41.81867981
20181003003639,460020095000646396,16409,54566984,123.3824615,41.8199501
20181003003641,460020095000646396,16887,67635724,123.3848801,41.81599045
20181003003657,460000095083470449,16401,67458110,123.4083481,41.77854156
20181003003659,460020095044852955,16732,69097485,123.5447083,42.4447403
20181003003702,460000095084995924,16788,67552319,123.4014435,41.7567215
20181003003703,460000095028482910,16770,1286412,122.8650894,41.12710953
20181003003716,460000095074476402,16789,67567628,123.4087296,41.80886078
20181003003721,460020095040749610,16789,67567668,123.4087296,41.80886078
20181003003722,460000095084486097,16644,67298622,123.4109268,41.82249069
20181003003723,460000095091180583,16395,68102945,123.4603577,41.83380127
20181003003726,460020095000646396,16409,54566985,123.3824615,41.8199501
20181003003738,460020095000646396,16409,54566984,123.3824615,41.8199501
20181003003741,460000095074467156,16402,234948405,123.4422989,41.75917816
20181003003746,460000095084995924,16788,67374909,123.3988419,41.75511932
20181003003746,460020095021709464,16655,68120085,123.4017715,41.79084015
20181003003751,460020095000646396,16409,54566985,123.3824615,41.8199501
20181003003757,460020095013629082,16789,67567628,123.4087296,41.80886078
20181003003820,460000095080923032,16789,68038165,123.4140396,41.79716873
20181003003822,460000095005571676,16789,12785293,123.4117813,41.80295181
20181003003835,460000095083470449,16401,60622221,123.4099121,41.77733994
20181003003837,460000095028482910,16770,1268748,122.8464127,41.11033249
20181003003843,460000095083470449,16401,60622221,123.4099121,41.77733994
20181003003843,460000095093417729,16386,67529543,123.3417969,41.66085815
20181003003848,460000095080923032,16789,68038165,123.4140396,41.79716873
20181003003910,460000095084486097,16644,67298622,123.4109268,41.82249069
20181003003923,460000095090191628,16394,60333189,122.8239136,42.01221848
20181003003930,460020095019361156,16866,11884686,123.3410721,41.42948151
20181003003936,460000095091180583,16395,60335502,123.4764099,41.82775116
20181003003940,460000095028482910,16727,11843341,122.8225937,41.08805847
20181003003952,460000095083818745,16655,67446837,123.3956909,41.79013824
20181003003959,460000095083818745,16884,67925280,123.3891907,41.78546906
20181003004000,460020095020826206,16386,249625612,123.3318634,41.65655136
20181003004011,460000095083818745,16884,67925280,123.3891907,41.78546906
20181003004017,460000095083818745,16884,67925280,123.3891907,41.78546906
20181003004020,460000095084995924,16788,235016973,123.3831787,41.75664902
20181003004022,460020095019361156,16866,11884686,123.3410721,41.42948151
20181003004023,460000095083818745,16655,67446837,123.3956909,41.79013824
20181003004027,460000095083818745,16794,67640382,123.3844299,41.78950119
20181003004031,460070095025648611,16884,67455039,123.3896103,41.78142929
20181003004032,460000095083818745,16655,67446837,123.3956909,41.79013824
20181003004035,460000095083818745,16884,67925280,123.3891907,41.78546906
20181003004042,460000095083818745,16655,67446837,123.3956909,41.79013824
20181003004044,460000095079109575,16789,67295541,123.4208603,41.81906128
20181003004045,460020095013629082,16789,67567628,123.4087296,41.80886078
20181003004046,460020095013629082,16789,67567628,123.4087296,41.80886078
20181003004047,460000095083818745,16655,67446837,123.3956909,41.79013824
20181003004047,460020095013629082,16789,67567628,123.4087296,41.80886078
20181003004058,460000095083818745,16655,67446837,123.3956909,41.79013824
20181003004104,460000095080923032,16655,67441981,123.4138184,41.79597855
20181003004109,460000095083818745,16884,67925280,123.3891907,41.78546906
20181003004120,460000095083818745,16655,67446836,123.3956909,41.79013824
20181003004122,460000095007329090,16789,67567924,123.4159698,41.80778122
20181003004123,460000095084995924,16643,67633931,123.3565521,41.76601028
20181003004130,460000095083818745,16884,67925280,123.3891907,41.78546906
20181003004136,460000095083818745,16884,67925280,123.3891907,41.78546906
20181003004142,460070095025648611,16406,235016500,123.3827209,41.7816391
20181003004146,460000095083818745,16655,67446837,123.3956909,41.79013824
20181003004146,460020095019361156,16866,11884686,123.3410721,41.42948151
20181003004151,460000095083818745,16655,67446837,123.3956909,41.79013824
20181003004155,460000095083818745,16655,67446837,123.3956909,41.79013824
20181003004206,460000095083818745,16655,67446837,123.3956909,41.79013824
20181003004209,460000095084995924,16643,67697421,123.3549423,41.76934052
20181003004221,460000095083818745,16794,67640382,123.3844299,41.78950119
20181003004223,460070095024650259,16789,67567628,123.4087296,41.80886078
20181003004229,460020095019361156,16866,11884686,123.3410721,41.42948151
20181003004233,460000095083818745,16884,67925280,123.3891907,41.78546906
20181003004238,460000095060523239,16797,61694861,123.3829803,41.86631012
20181003004242,460020095040749610,16789,67567668,123.4087296,41.80886078
20181003004243,460000095083818745,16655,67446837,123.3956909,41.79013824
20181003004253,460020095019361156,16866,69657869,123.3440704,41.42744827
20181003004301,460000095062189004,16789,67436853,123.4128571,41.80469894
20181003004302,460020095081880808,16394,60310659,122.8413925,41.99573898
20181003004304,460020095021709464,16655,68120085,123.4017715,41.79084015
20181003004311,460000095080923032,16789,68038165,123.4140396,41.79716873
20181003004319,460000095007329090,16789,67567925,123.4159698,41.80778122
20181003004321,460000095018240151,16642,249675788,123.4136581,41.81689835
20181003004321,460000095060523239,16797,61691021,123.371933,41.87068939
20181003004323,460070095025648611,16406,67684925,123.3784103,41.78406906
20181003004329,460020095002693054,16789,67567629,123.4087296,41.80886078
20181003004330,460020095025609903,16789,68038165,123.4140396,41.79716873
20181003004332,460070095006117569,16651,67946528,123.2838364,41.76004028
20181003004339,460000095084995924,16404,235094047,123.3389969,41.76615906
20181003004343,460020095002693054,16789,67567629,123.4087296,41.80886078
20181003004345,460070095040136238,16788,67469373,123.4266129,41.75957108
20181003004346,460000095083818745,16884,67925280,123.3891907,41.78546906
20181003004354,460000095071779102,16644,2352661,123.4142914,41.83049011
20181003004355,460000095060523239,16797,67862283,123.3753204,41.86518097
20181003004355,460000095083470449,16401,60622221,123.4099121,41.77733994
20181003004401,460000095083818745,16655,67446837,123.3956909,41.79013824
20181003004407,460000095060523239,16797,67862285,123.3753204,41.86518097
20181003004409,460020095000646396,16409,235094285,123.3564911,41.83140182
20181003004416,460000095090191628,16394,60333189,122.8239136,42.01221848
20181003004417,460020095025609903,16789,68038165,123.4140396,41.79716873
20181003004418,460000095083818745,16884,67925280,123.3891907,41.78546906
20181003004422,460020095013629082,16789,67567668,123.4087296,41.80886078
20181003004424,460000095062189004,16789,67436811,123.4128571,41.80469894
20181003004425,460000095005571676,16789,12785293,123.4117813,41.80295181
20181003004429,460000095083499334,16398,67248673,123.527092,41.82112885
20181003004431,460020095006349317,16640,67195699,123.4372406,41.7996788
20181003004438,460000095083818745,16884,67925280,123.3891907,41.78546906
20181003004455,460000095083818745,16655,67446837,123.3956909,41.79013824
20181003004457,460020095002693054,16789,67567629,123.4087296,41.80886078
20181003004506,460070095005469544,16649,67392523,122.757019,41.51089859
20181003004507,460000095060523239,16797,2584075,123.3788223,41.85937119
20181003004507,460020095019361156,16866,11884686,123.3410721,41.42948151
20181003004517,460020095025808757,16789,67272480,123.4263535,41.81867981
20181003004518,460000095083818745,16884,67925280,123.3891907,41.78546906
20181003004527,460070095025648611,16794,60294787,123.3780518,41.78899002
20181003004531,460000095083818745,16884,67925280,123.3891907,41.78546906
20181003004533,460000095091180583,16885,60637828,123.4637909,41.81052017
20181003004540,460020095021709464,16655,68120085,123.4017715,41.79084015
20181003004542,460000095083818745,16884,67925280,123.3891907,41.78546906
20181003004556,460000095083818745,16884,67925280,123.3891907,41.78546906
20181003004556,460070095040136238,16788,67467327,123.4277878,41.76531982
20181003004607,460020095001775162,16789,67567885,123.4159698,41.80778122
20181003004614,460000095060523239,16797,234915872,123.3765411,41.85784912
20181003004614,460020095002693054,16789,67567629,123.4087296,41.80886078
20181003004617,460000095083818745,16655,67446837,123.3956909,41.79013824
20181003004629,460020095019361156,16866,11884686,123.3410721,41.42948151
20181003004631,460000095083818745,16884,67925280,123.3891907,41.78546906
20181003004634,460000095091180583,16885,60637828,123.4637909,41.81052017
20181003004637,460020095025609903,16655,67441931,123.4138184,41.79597855
20181003004644,460000095083818745,16655,67446837,123.3956909,41.79013824
20181003004653,460000095018240151,16642,249675788,123.4136581,41.81689835
20181003004653,460000095083818745,16655,67446837,123.3956909,41.79013824
20181003004655,460000095083499334,16398,67248673,123.527092,41.82112885
20181003004657,460020095040749610,16789,67567668,123.4087296,41.80886078
20181003004707,460000095083470449,16884,12640909,123.399147,41.78390121
20181003004707,460000095083818745,16655,67446837,123.3956909,41.79013824
20181003004713,460000095060523239,16797,67957004,123.3685074,41.85895157
20181003004723,460000095083818745,16884,67925280,123.3891907,41.78546906
20181003004739,460000095083818745,16655,67446837,123.3956909,41.79013824
20181003004742,460020095002693054,16789,67567629,123.4087296,41.80886078
20181003004814,460000095063856923,16408,61352836,123.4176331,41.89228821
